gid;objectid;district_name;county_name;subcounty_name;pcode_district;subcounty_name_alternative;pcode_subcounty
407;7337;BUKEDEA;BUKEDEA;KIDONGOLE;21UGA013002;;21UGA01300204
246;7105;BUKEDEA;BUKEDEA;KACHUMBALA;21UGA013002;;21UGA01300203
1779;7210;KABERAMAIDO;KABERAMAIDO;APERIKIRA;21UGA013003;Aperkira;21UGA01300304
1007;7180;KABERAMAIDO;KALAKI;KALAKI;21UGA013003;;21UGA01300309
3678;7556;KABERAMAIDO;KALAKI;KAKURE;21UGA013003;;21UGA01300308
6964;7519;KABERAMAIDO;KABERAMAIDO;OCHERO;21UGA013003;;21UGA01300311
875;7046;KABERAMAIDO;KALAKI;BULULU;21UGA013003;;21UGA01300305
573;7183;KABERAMAIDO;KALAKI;OTUBOI;21UGA013003;;21UGA01300312
4124;162;KABERAMAIDO;KALAKI;ANYARA;21UGA013003;;21UGA01300302
283;7347;KABERAMAIDO;KABERAMAIDO;KABERAMAIDO;21UGA013003;;21UGA01300306
3190;7299;KABERAMAIDO;KABERAMAIDO;ALWA;21UGA013003;;21UGA01300301
6203;7421;KABERAMAIDO;KABERAMAIDO;KABERAMAIDO TOWN COUNCIL;21UGA013003;Kaberamaido TC;21UGA01300307
843;7540;KABERAMAIDO;KABERAMAIDO;KOBULUBULU;21UGA013003;;21UGA01300310
357;7439;KABERAMAIDO;KALAKI;APAPAI;21UGA013003;;21UGA01300303
2444;7507;KAPELEBYONG;KAPELEBYONG;ACOWA;21UGA013004;;21UGA01300401
795;7478;KAPELEBYONG;KAPELEBYONG;OBALANGA;21UGA013004;;21UGA01300404
7226;7345;KAPELEBYONG;KAPELEBYONG;KAPELEBYONG;21UGA013004;;21UGA01300403
2756;7062;KAPELEBYONG;KAPELEBYONG;AKOROMIT;21UGA013004;;21UGA01300402
1690;7385;KAPELEBYONG;KAPELEBYONG;OKUNGUR;21UGA013004;;21UGA01300405
645;7281;KATAKWI;TOROMA;TOROMA;21UGA013005;;21UGA01300509
486;7074;KATAKWI;USUK;USUK;21UGA013005;Ukusijoni;21UGA01300510
850;7543;KATAKWI;USUK;PALAM;21UGA013005;;21UGA01300508
2826;7178;KATAKWI;USUK;KATAKWI TOWN COUNCIL;21UGA013005;;21UGA01300503
669;7314;KATAKWI;TOROMA;KAPUJAN;21UGA013005;;21UGA01300501
1720;7365;KATAKWI;USUK;ONGONGOJA;21UGA013005;;21UGA01300507
117;7447;KATAKWI;USUK;NGARIAM;21UGA013005;;21UGA01300505
445;7473;KATAKWI;USUK;KATAKWI;21UGA013005;;21UGA01300502
631;7260;KATAKWI;TOROMA;OMODOI;21UGA013005;;21UGA01300506
7493;7408;KATAKWI;TOROMA;MAGORO;21UGA013005;;21UGA01300504
5005;7430;KUMI;KUMI;ONGINO;21UGA013006;;21UGA01300607
26;7065;KUMI;KUMI;KANYUM;21UGA013006;;21UGA01300602
601;7214;KUMI;KUMI;KUMI;21UGA013006;;21UGA01300603
479;7068;KUMI;KUMI;NYERO;21UGA013006;;21UGA01300606
334;7410;KUMI;KUMI;ATUTUR;21UGA013006;;21UGA01300601
1096;7420;KUMI;KUMI MUNICIPALITY;SOUTHERN DIVISION;21UGA013006;;21UGA01300608
649;7286;KUMI;KUMI;MUKONGORO;21UGA013006;;21UGA01300604
197;7459;KUMI;KUMI MUNICIPALITY;NORTHERN DIVISION;21UGA013006;;21UGA01300605
15;7221;NGORA;NGORA;MUKURA;21UGA013007;;21UGA01300703
1031;7202;NGORA;NGORA;KOBWIN;21UGA013007;;21UGA01300702
947;7110;NGORA;NGORA;NGORA;21UGA013007;;21UGA01300704
7340;7412;NGORA;NGORA;KAPIR;21UGA013007;;21UGA01300701
1284;7465;NGORA;NGORA;NGORA TOWN;21UGA013007;Ngora Town Council;21UGA01300705
1226;7179;SERERE;KASILO;BUGONDO;21UGA013008;;21UGA01300802
460;7452;SERERE;SERERE;KYERE;21UGA013008;;21UGA01300806
751;7525;SERERE;SERERE;SERERE TOWN COUNCIL;21UGA013008;SERERE;21UGA01300810
3080;7372;SERERE;KASILO;KASILO TOWN COUNCIL;21UGA013008;;21UGA01300804
95;7160;SERERE;SERERE;OLIO;21UGA013008;;21UGA01300808
205;7269;SERERE;SERERE;ATIIRA;21UGA013008;;21UGA01300801
538;7138;SERERE;KASILO;LABORI;21UGA013008;;21UGA01300807
511;7100;SERERE;KASILO;PINGIRE;21UGA013008;;21UGA01300809
1150;7140;SERERE;SERERE;KATETA;21UGA013008;;21UGA01300805
555;7158;SERERE;KASILO;KADUNGULU;21UGA013008;;21UGA01300803
6927;7472;SOROTI;SOROTI;TUBUR;21UGA013009;;21UGA01300909
1705;7401;SOROTI;SOROTI;KATINE;21UGA013009;;21UGA01300906
6972;7530;SOROTI;SOROTI MUNICIPALITY;NORTHERN DIVISION;21UGA013009;;21UGA01300907
2231;7482;SOROTI;SOROTI;KAMUDA;21UGA013009;;21UGA01300905
1656;7349;SOROTI;SOROTI;ASURET;21UGA013009;;21UGA01300902
876;7048;SOROTI;SOROTI MUNICIPALITY;WESTERN DIVISION;21UGA013009;;21UGA01300910
1356;7553;SOROTI;SOROTI;ARAPAI;21UGA013009;;21UGA01300901
324;7256;SOROTI;SOROTI;GWERI;21UGA013009;;21UGA01300904
1794;7505;SOROTI;SOROTI;SOROTI;21UGA013009;;21UGA01300908
1647;7344;SOROTI;SOROTI MUNICIPALITY;EASTERN DIVISION;21UGA013009;;21UGA01300903
7228;7664;BUNDIBUGYO;BUGHENDERA;BURONDO;21UGA014001;;21UGA01400106
1;3501;BUNDIBUGYO;BUGHENDERA;NGAMBA;21UGA014001;;21UGA01400115
7403;7691;BUNDIBUGYO;BUGHENDERA;KASITU;21UGA014001;;21UGA01400110
1515;7660;BUNDIBUGYO;BUGHENDERA;KAGUGU;21UGA014001;;21UGA01400109
1542;4834;BUNDIBUGYO;BWAMBA;MIRAMBI;21UGA014001;;21UGA01400113
6929;4805;BUNDIBUGYO;BWAMBA;BUBANDI;21UGA014001;;21UGA01400101
2295;4004;BUNDIBUGYO;BUGHENDERA;NDUGUTO;21UGA014001;;21UGA01400114
6764;651;BUNDIBUGYO;BWAMBA;NYAHUKA TOWN COUNCIL;21UGA014001;;21UGA01400118
1746;5271;BUNDIBUGYO;BWAMBA;KIRUMYA;21UGA014001;;21UGA01400111
1910;3580;BUNDIBUGYO;BUGHENDERA;SINDILA;21UGA014001;;21UGA01400119
739;4317;BUNDIBUGYO;BUGHENDERA;BUKONZO;21UGA014001;;21UGA01400103
6931;4808;BUNDIBUGYO;BUGHENDERA;NTOTORO;21UGA014001;Ntoroko;21UGA01400117
161;3674;BUNDIBUGYO;BWAMBA;BUSARU;21UGA014001;;21UGA01400107
1053;4617;BUNDIBUGYO;BWAMBA;BUNDIBUGYO TOWN COUNCIL;21UGA014001;;21UGA01400104
371;7686;BUNDIBUGYO;BUGHENDERA;NTANDI TOWN COUNCIL;21UGA014001;;21UGA01400116
574;4139;BUNDIBUGYO;BUGHENDERA;HARUGALE;21UGA014001;;21UGA01400108
139;7650;BUNDIBUGYO;BWAMBA;BUNDIGOMA;21UGA014001;;21UGA01400105
679;7697;BUNDIBUGYO;BWAMBA;TOKWE;21UGA014001;;21UGA01400120
7445;5337;BUNDIBUGYO;BWAMBA;KISUBBA;21UGA014001;;21UGA01400112
641;7654;BUNDIBUGYO;BWAMBA;BUBUKWANGA;21UGA014001;;21UGA01400102
7209;5260;BUNYANGABU;BUNYANGABU;BUHEESI TOWN COUNCIL;21UGA014002;;21UGA01400202
2260;3954;BUNYANGABU;BUNYANGABU;RWIMI;21UGA014002;;21UGA01400210
7257;5114;BUNYANGABU;BUNYANGABU;RUBONA TOWN COUNCIL;21UGA014002;;21UGA01400209
7386;4799;BUNYANGABU;BUNYANGABU;BUHEESI;21UGA014002;;21UGA01400201
2239;3941;BUNYANGABU;BUNYANGABU;RWIMI TOWN COUNCIL;21UGA014002;;21UGA01400211
4334;4278;BUNYANGABU;BUNYANGABU;KIBIITO;21UGA014002;;21UGA01400205
25;3522;BUNYANGABU;BUNYANGABU;KIBIITO TOWN COUNCIL;21UGA014002;;21UGA01400206
1082;4640;BUNYANGABU;BUNYANGABU;KABONERO;21UGA014002;;21UGA01400203
660;4245;BUNYANGABU;BUNYANGABU;KISOMORO;21UGA014002;;21UGA01400207
4122;3994;BUNYANGABU;BUNYANGABU;KATEBWA;21UGA014002;;21UGA01400204
7491;3709;BUNYANGABU;BUNYANGABU;KYAMUKUBE TOWN COUNCIL;21UGA014002;;21UGA01400208
1902;3567;KABAROLE;BURAHYA;RUTEETE;21UGA014003;;21UGA01400314
1847;3508;KABAROLE;BURAHYA;KIJURA TOWN COUNCIL;21UGA014003;;21UGA01400310
2611;3976;KABAROLE;BURAHYA;KARANGURA;21UGA014003;;21UGA01400307
295;3814;KABAROLE;BURAHYA;BUSORO;21UGA014003;;21UGA01400302
2377;4531;KABAROLE;BURAHYA;KIKO TOWN COUNCIL;21UGA014003;;21UGA01400311
557;4112;KABAROLE;BURAHYA;BUKUUKU;21UGA014003;;21UGA01400301
3162;4857;KABAROLE;FORT PORTAL MUNICIPALITY;SOUTHERN DIVISION;21UGA014003;;21UGA01400315
6979;4866;KABAROLE;FORT PORTAL MUNICIPALITY;WESTERN DIVISION;21UGA014003;;21UGA01400316
3702;3535;KABAROLE;BURAHYA;KARAGO TOWN COUNCIL;21UGA014003;;21UGA01400305
3728;3554;KABAROLE;BURAHYA;KICWAMBA;21UGA014003;;21UGA01400309
142;3658;KABAROLE;BURAHYA;HAKIBAALE;21UGA014003;;21UGA01400304
6920;4800;KABAROLE;BURAHYA;KASENDA;21UGA014003;;21UGA01400308
1456;4985;KABAROLE;BURAHYA;MUGUSU;21UGA014003;;21UGA01400312
3487;5177;KABAROLE;BURAHYA;KARAMBI;21UGA014003;;21UGA01400306
7496;3725;KABAROLE;BURAHYA;MUGUSU TOWN COUNCIL;21UGA014003;;21UGA01400313
1799;5328;KABAROLE;FORT PORTAL MUNICIPALITY;EASTERN DIVISION;21UGA014003;;21UGA01400303
717;4334;KAMWENGE;KITAGWENDA;MAHYORO;21UGA014004;;21UGA01400412
2654;4368;KAMWENGE;KIBALE;KABAMBIRO;21UGA014004;;21UGA01400406
217;3731;KAMWENGE;KITAGWENDA;KANARA;21UGA014004;;21UGA01400410
1409;4942;KAMWENGE;KIBALE;KAHUNGE;21UGA014004;;21UGA01400407
480;3596;KAMWENGE;KIBALE;BWIZI;21UGA014004;;21UGA01400405
539;4083;KAMWENGE;KIBALE;KAMWENGE;21UGA014004;;21UGA01400408
1610;5110;KAMWENGE;KITAGWENDA;KICHECHE;21UGA014004;;21UGA01400411
6958;4847;KAMWENGE;KIBALE;BUSIRIBA;21UGA014004;;21UGA01400404
361;3888;KAMWENGE;KIBALE;NKOMA;21UGA014004;;21UGA01400413
906;4443;KAMWENGE;KITAGWENDA;NYABBANI;21UGA014004;;21UGA01400415
189;3701;KAMWENGE;KIBALE;BIGULI;21UGA014004;;21UGA01400401
438;3984;KAMWENGE;KIBALE;KAMWENGE TOWN COUNCIL;21UGA014004;;21UGA01400409
303;3823;KAMWENGE;KITAGWENDA;BUHANDA;21UGA014004;;21UGA01400403
456;4418;KAMWENGE;KIBALE;BIHANGA;21UGA014004;;21UGA01400402
468;4014;KAMWENGE;KITAGWENDA;NTARA;21UGA014004;;21UGA01400414
3032;4732;KASESE;BUKONZO;KISINGA;21UGA014005;;21UGA01400514
2719;845;KASESE;BUKONZO;NYAKATONZI;21UGA014005;;21UGA01400527
187;5173;KASESE;BUSONGORA;MALIBA;21UGA014005;;21UGA01400523
1667;5185;KASESE;BUKONZO;KITHOLHU;21UGA014005;;21UGA01400516
128;3647;KASESE;BUKONZO;MAHANGO;21UGA014005;;21UGA01400522
3603;5290;KASESE;BUSONGORA;KITSWAMBA;21UGA014005;;21UGA01400517
782;818;KASESE;BUSONGORA;LAKE KATWE;21UGA014005;;21UGA01400521
1432;4380;KASESE;BUKONZO;ISANGO;21UGA014005;;21UGA01400509
1925;3602;KASESE;BUKONZO;BWERA;21UGA014005;;21UGA01400504
6;3507;KASESE;BUKONZO;KARAMBI;21UGA014005;;21UGA01400510
2733;4000;KASESE;BUSONGORA;RUKOKI;21UGA014005;;21UGA01400530
4533;820;KASESE;BUKONZO;MUNKUNYU;21UGA014005;;21UGA01400526
7499;3879;KASESE;BUKONZO;KISINGA TOWN COUNCIL;21UGA014005;;21UGA01400515
59;3569;KASESE;BUSONGORA;HIMA TOWN COUNCIL;21UGA014005;;21UGA01400507
1215;4734;KASESE;BUKONZO;KYONDO;21UGA014005;;21UGA01400520
240;3751;KASESE;BUSONGORA;MUHOKYA;21UGA014005;;21UGA01400525
917;4454;KASESE;BUKONZO;NYAKIYUMBU;21UGA014005;;21UGA01400528
1901;3562;KASESE;BUSONGORA;KATWE KABATORO TOWN COUNCIL;21UGA014005;;21UGA01400512
383;3928;KASESE;KASESE MUNICIPALITY;CENTRAL DIVISION;21UGA014005;;21UGA01400506
709;4295;KASESE;BUKONZO;IHANDIRO;21UGA014005;;21UGA01400508
19;3517;KASESE;KASESE MUNICIPALITY;NYAMWAMBA DIVISION;21UGA014005;;21UGA01400529
2451;4189;KASESE;BUKONZO;KYARUMBA;21UGA014005;;21UGA01400519
974;4523;KASESE;BUSONGORA;KARUSANDARA;21UGA014005;;21UGA01400511
637;4222;KASESE;BUSONGORA;KILEMBE;21UGA014005;;21UGA01400513
7083;4979;KASESE;KASESE MUNICIPALITY;BULEMBIA DIVISION;21UGA014005;;21UGA01400503
2999;4691;KASESE;BUKONZO;MPONDWE/LHUBIRIHA TOWN COUNCIL;21UGA014005;Mpondwe-Lhubiriha;21UGA01400524
238;3750;KASESE;BUSONGORA;BWESUMBU;21UGA014005;;21UGA01400505
391;3935;KASESE;BUSONGORA;BUGOYE;21UGA014005;;21UGA01400501
7312;5204;KASESE;BUSONGORA;KYABARUNGIRA;21UGA014005;;21UGA01400518
1337;4867;KASESE;BUSONGORA;BUHUHIRA;21UGA014005;;21UGA01400502
2596;803;KYEGEGWA;KYAKA;RWENTUHA;21UGA014006;;21UGA01400608
20;3606;KYEGEGWA;KYAKA;MPARA;21UGA014006;;21UGA01400606
731;800;KYEGEGWA;KYAKA;KAKABARA;21UGA014006;;21UGA01400602
2681;4620;KYEGEGWA;KYAKA;KYEGEGWA TOWN COUNCIL;21UGA014006;Kyegegwa;21UGA01400604
2379;5027;KYEGEGWA;KYAKA;KYEGEGWA-KABWEZEERA;21UGA014006;;21UGA01400605
873;4425;KYEGEGWA;KYAKA;RUYONZA;21UGA014006;;21UGA01400607
2111;3799;KYEGEGWA;KYAKA;HAPUYO;21UGA014006;Hapuuyo;21UGA01400601
3552;5240;KYEGEGWA;KYAKA;KASULE;21UGA014006;;21UGA01400603
747;4329;KYENJOJO;MWENGE;NYANTUNGO;21UGA014007;;21UGA01400716
4350;4231;KYENJOJO;MWENGE;BUTUNDUZI;21UGA014007;;21UGA01400704
752;4332;KYENJOJO;MWENGE;KYENJOJO TOWN COUNCIL;21UGA014007;Kyenjojo T.Council;21UGA01400713
252;5087;KYENJOJO;MWENGE;KIGARAALE;21UGA014007;;21UGA01400708
999;4551;KYENJOJO;MWENGE;BUFUNJO;21UGA014007;;21UGA01400701
6930;4830;KYENJOJO;MWENGE;KYARUSOZI;21UGA014007;;21UGA01400711
4278;4151;KYENJOJO;MWENGE;KATOOKE TOWN COUNCIL;21UGA014007;;21UGA01400707
862;4411;KYENJOJO;MWENGE;BUTUNDUZI TOWN COUNCIL;21UGA014007;;21UGA01400705
7143;3841;KYENJOJO;MWENGE;KYARUSOZI TOWN COUNCIL;21UGA014007;Kyarusozi  T.Council;21UGA01400712
329;3852;KYENJOJO;MWENGE;NYABUHARWA;21UGA014007;;21UGA01400714
1980;3659;KYENJOJO;MWENGE;BUTIITI;21UGA014007;;21UGA01400703
1367;4898;KYENJOJO;MWENGE;NYANKWANZI;21UGA014007;;21UGA01400715
384;3929;KYENJOJO;MWENGE;KIHUURA;21UGA014007;;21UGA01400709
2235;3937;KYENJOJO;MWENGE;KISOJO;21UGA014007;;21UGA01400710
677;4262;KYENJOJO;MWENGE;BUGAAKI;21UGA014007;;21UGA01400702
983;4532;KYENJOJO;MWENGE;KATOOKE;21UGA014007;;21UGA01400706
201;4674;NTOROKO;NTOROKO;KANARA TOWN COUNCIL;21UGA014008;;21UGA01400804
1634;5144;NTOROKO;NTOROKO;BUTUNGAMA;21UGA014008;;21UGA01400801
7212;5079;NTOROKO;NTOROKO;BWERAMULE;21UGA014008;;21UGA01400802
1622;9569;NTOROKO;NTOROKO;KARUGUTU;21UGA014008;;21UGA01400805
5801;3737;NTOROKO;NTOROKO;RWEBISENGO TOWN COUNCIL;21UGA014008;;21UGA01400810
5257;9564;NTOROKO;NTOROKO;KIBUKU TOWN COUNCIL;21UGA014008;Kibuuku Town Council;21UGA01400807
1230;4751;NTOROKO;NTOROKO;KARUGUTU TOWN COUNCIL;21UGA014008;;21UGA01400806
1956;9568;NTOROKO;NTOROKO;KANARA;21UGA014008;;21UGA01400803
124;3643;NTOROKO;NTOROKO;NOMBE;21UGA014008;;21UGA01400808
444;3992;NTOROKO;NTOROKO;RWEBISENGO;21UGA014008;;21UGA01400809
3604;3427;ADJUMANI;EAST MOYO;ADROPI;21UGA015001;;21UGA01500102
525;2366;ADJUMANI;EAST MOYO;OKUSIJONI;21UGA015001;;21UGA01500108
362;2227;ADJUMANI;EAST MOYO;PACARA;21UGA015001;;21UGA01500109
1474;3203;ADJUMANI;EAST MOYO;ARINYAPI;21UGA015001;;21UGA01500103
6926;608;ADJUMANI;EAST MOYO;PAKELLE;21UGA015001;Pakele;21UGA01500110
797;2641;ADJUMANI;EAST MOYO;OFUA;21UGA015001;;21UGA01500107
905;2728;ADJUMANI;EAST MOYO;ITIRIKWA;21UGA015001;;21UGA01500106
817;2669;ADJUMANI;EAST MOYO;ADJUMANI TOWN COUNCIL;21UGA015001;;21UGA01500101
1092;2083;ADJUMANI;EAST MOYO;CIFORO;21UGA015001;;21UGA01500104
2175;557;ADJUMANI;EAST MOYO;DZAIPI;21UGA015001;;21UGA01500105
1095;2866;ARUA;ARUA MUNICIPALITY;OLI RIVER;21UGA015002;;21UGA01500218
2605;2570;ARUA;VURRA;LOGIRI;21UGA015002;;21UGA01500213
3637;3456;ARUA;MADI-OKOLLO;OGOKO;21UGA015002;;21UGA01500216
265;2160;ARUA;TEREGO;AII-VU;21UGA015002;;21UGA01500202
7055;3147;ARUA;AYIVU;OLUKO;21UGA015002;;21UGA01500219
807;2658;ARUA;TEREGO;BILEAFE;21UGA015002;;21UGA01500209
4;1915;ARUA;AYIVU;KATRINI;21UGA015002;;21UGA01500212
6745;2861;ARUA;TEREGO;URIAMA;21UGA015002;;21UGA01500227
2485;2481;ARUA;VURRA;AJIA;21UGA015002;;21UGA01500203
3592;3416;ARUA;MADI-OKOLLO;OKOLLO;21UGA015002;;21UGA01500217
2374;2395;ARUA;MADI-OKOLLO;PAWOR;21UGA015002;;21UGA01500222
7263;3466;ARUA;AYIVU;DADAMU;21UGA015002;;21UGA01500210
1780;3439;ARUA;MADI-OKOLLO;EWANGA;21UGA015002;;21UGA01500211
21;1920;ARUA;MADI-OKOLLO;RHINO CAMP;21UGA015002;;21UGA01500223
532;2371;ARUA;AYIVU;AYIVUNI;21UGA015002;;21UGA01500208
255;2148;ARUA;TEREGO;OMUGO;21UGA015002;;21UGA01500220
403;2274;ARUA;MADI-OKOLLO;ULEPPI;21UGA015002;;21UGA01500226
42;1941;ARUA;VURRA;VURRA;21UGA015002;;21UGA01500228
744;2571;ARUA;AYIVU;MANIBE;21UGA015002;;21UGA01500214
6940;3041;ARUA;VURRA;ARIVU;21UGA015002;;21UGA01500205
507;2351;ARUA;AYIVU;ADUMI;21UGA015002;;21UGA01500201
724;784;ARUA;MADI-OKOLLO;OFFAKA;21UGA015002;;21UGA01500215
1443;3169;ARUA;ARUA MUNICIPALITY;ARUA HILL;21UGA015002;ARUA HILL DIVISION;21UGA01500207
7114;3207;ARUA;AYIVU;PAJULU;21UGA015002;;21UGA01500221
4243;2399;ARUA;MADI-OKOLLO;RIGBO;21UGA015002;;21UGA01500224
355;2218;ARUA;MADI-OKOLLO;ANYIRIBU;21UGA015002;;21UGA01500204
1822;3485;ARUA;AYIVU;AROI;21UGA015002;;21UGA01500206
158;2049;ARUA;TEREGO;UDUPI;21UGA015002;;21UGA01500225
284;2173;KOBOKO;KOBOKO;LUDARA;21UGA015003;;21UGA01500305
865;2697;KOBOKO;KOBOKO;DRANYA;21UGA015003;;21UGA01500302
2517;2810;KOBOKO;KOBOKO MUNICIPALITY;SOUTHERN;21UGA015003;;21UGA01500308
342;559;KOBOKO;KOBOKO;MADIA;21UGA015003;;21UGA01500306
1354;3088;KOBOKO;KOBOKO;ABUKU;21UGA015003;;21UGA01500301
1954;2005;KOBOKO;KOBOKO;LOBULE;21UGA015003;;21UGA01500304
6960;3065;KOBOKO;KOBOKO;KULUBA;21UGA015003;;21UGA01500303
7067;3160;KOBOKO;KOBOKO MUNICIPALITY;WESTERN;21UGA015003;;21UGA01500309
851;2688;KOBOKO;KOBOKO MUNICIPALITY;NORTHERN;21UGA015003;;21UGA01500307
7165;3187;MARACHA;MARACHA;MARACHA TOWN COUNCIL;21UGA015004;MARACHA;21UGA01500402
619;1983;MARACHA;MARACHA;OLUFEE;21UGA015004;Oluffe;21UGA01500405
742;2763;MARACHA;MARACHA;YIVU;21UGA015004;;21UGA01500408
6908;2650;MARACHA;MARACHA;KIJOMORO;21UGA015004;;21UGA01500401
716;777;MARACHA;MARACHA;NYADRI;21UGA015004;;21UGA01500403
7109;3201;MARACHA;MARACHA;OLUVU;21UGA015004;;21UGA01500406
490;2330;MARACHA;MARACHA;TARA;21UGA015004;;21UGA01500407
646;2492;MARACHA;MARACHA;OLEBA;21UGA015004;;21UGA01500404
7154;3254;MOYO;OBONGI;ITULA;21UGA015005;;21UGA01500504
2924;2859;MOYO;WEST MOYO;MOYO;21UGA015005;;21UGA01500508
374;2247;MOYO;WEST MOYO;METU;21UGA015005;;21UGA01500507
130;2022;MOYO;OBONGI;GIMARA;21UGA015005;;21UGA01500503
1127;3133;MOYO;WEST MOYO;MOYO TOWN COUNCIL;21UGA015005;;21UGA01500509
1449;3175;MOYO;OBONGI;ALIBA;21UGA015005;;21UGA01500501
186;2075;MOYO;WEST MOYO;LEFORI;21UGA015005;;21UGA01500506
188;3388;MOYO;WEST MOYO;LAROPI;21UGA015005;;21UGA01500505
2493;2194;MOYO;WEST MOYO;DUFILE;21UGA015005;Difule;21UGA01500502
145;2032;NEBBI;NEBBI MUNICIPALITY;THATHA DIVISION;21UGA015006;;21UGA01500611
963;2186;NEBBI;PADYERE;AKWORO;21UGA015006;;21UGA01500602
381;1989;NEBBI;NEBBI MUNICIPALITY;CENTRAL DIVISION;21UGA015006;;21UGA01500604
7402;3432;NEBBI;PADYERE;NDHEW;21UGA015006;;21UGA01500607
99;1998;NEBBI;PADYERE;KUCWINY;21UGA015006;;21UGA01500606
666;2510;NEBBI;PADYERE;NYARAVUR;21UGA015006;;21UGA01500609
1362;3095;NEBBI;PADYERE;NEBBI;21UGA015006;Nebbi Town Council;21UGA01500608
7369;3406;NEBBI;NEBBI MUNICIPALITY;ABINDU DIVISION;21UGA015006;;21UGA01500601
750;2577;NEBBI;PADYERE;ERUSSI;21UGA015006;;21UGA01500605
103;2003;NEBBI;PADYERE;PAROMBO;21UGA015006;;21UGA01500610
5060;3045;NEBBI;PADYERE;ATEGO;21UGA015006;;21UGA01500603
1380;3109;PAKWACH;JONAM;PAKWACH;21UGA015007;;21UGA01500702
276;2169;PAKWACH;JONAM;PANYIMUR;21UGA015007;;21UGA01500705
1104;2878;PAKWACH;JONAM;PANYANGO;21UGA015007;;21UGA01500704
2083;2145;PAKWACH;JONAM;ALWI;21UGA015007;;21UGA01500701
7313;2676;PAKWACH;JONAM;WADELAI;21UGA015007;;21UGA01500706
893;2718;PAKWACH;JONAM;PAKWACH TOWN COUNCIL;21UGA015007;;21UGA01500703
1075;2589;YUMBE;ARINGA;DRAJANI;21UGA015008;Drajini;21UGA01500803
7000;2569;YUMBE;ARINGA;KERWA;21UGA015008;;21UGA01500805
1583;3301;YUMBE;ARINGA;ARIWA;21UGA015008;;21UGA01500802
436;2306;YUMBE;ARINGA;MIDIGO;21UGA015008;;21UGA01500810
154;2043;YUMBE;ARINGA;KULULU;21UGA015008;;21UGA01500807
656;2500;YUMBE;ARINGA;YUMBE TOWN COUNCIL;21UGA015008;YUMBE;21UGA01500813
1234;1981;YUMBE;ARINGA;ODRAVU;21UGA015008;;21UGA01500811
7216;565;YUMBE;ARINGA;APO;21UGA015008;;21UGA01500801
563;2404;YUMBE;ARINGA;ROMOGI;21UGA015008;;21UGA01500812
690;2544;YUMBE;ARINGA;KEI;21UGA015008;;21UGA01500804
7389;3043;YUMBE;ARINGA;KURU;21UGA015008;;21UGA01500808
697;2506;YUMBE;ARINGA;LODONGA;21UGA015008;;21UGA01500809
687;2019;YUMBE;ARINGA;KOCHI;21UGA015008;;21UGA01500806
663;2505;ZOMBO;OKORO;JONGAKORO;21UGA015009;Jangokoro;21UGA01500903
451;568;ZOMBO;OKORO;ZOMBO TOWN COUNCIL;21UGA015009;ZOMBO;21UGA01500910
1581;3295;ZOMBO;OKORO;ABANGA;21UGA015009;;21UGA01500901
1249;3001;ZOMBO;OKORO;ZEU;21UGA015009;;21UGA01500909
931;2744;ZOMBO;OKORO;NYAPEA;21UGA015009;;21UGA01500905
1112;2738;ZOMBO;OKORO;PAIDHA TOWN COUNCIL;21UGA015009;;21UGA01500907
291;2181;ZOMBO;OKORO;ATYAK;21UGA015009;;21UGA01500902
7329;2550;ZOMBO;OKORO;WARR;21UGA015009;;21UGA01500908
4239;2398;ZOMBO;OKORO;PAIDHA;21UGA015009;;21UGA01500906
7118;3210;ZOMBO;OKORO;KANGO;21UGA015009;;21UGA01500904
